# Wanna drop some funky stats & graphs? Go to 'www.stratoflights.com/auswertung' 

LOGGER_INFO_BEGIN
{info:{board_id:5,id_str:'STRATO4 Version 1.4',serial:'1638',hw_platform:{name:'stratologx-stm32l0',mcu:'ST STM32L072RZT6',v_ma:'1',v_mi:'4'},sw_version:{v_ma:'2',v_mi:'3',v_pa:'0',v_info:'STD',bt_t:'11:08:35',bt_d:'Oct 13 2023'}}}
LOGGER_INFO_END
CSV_DATA_SECTION_BEGIN
Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: UVA index [];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: 5V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s]
8540.270;8539.478;2026-09-01T09:38:51.0Z;3;49.7800945;8.3443822;1.3;25410.8;16.9;10;25458.3;-5.3;-15.5;-17.5;25.7;0.10;2.35;8.03;3.27;5.05;0.408;0.368;0.439;1;0.000;1;0.000;0;0.002;0;0.002
8542.270;8541.477;2026-09-01T09:38:53.0Z;3;49.7800863;8.3442167;1.3;25418.8;25.4;10;25466.3;-5.2;-15.7;-17.6;25.7;0.10;0.98;8.04;3.27;5.05;0.408;0.368;0.438;1;0.000;1;0.000;0;0.002;0;0.002
8544.270;8543.477;2026-09-01T09:38:55.0Z;3;49.7800920;8.3440169;1.3;25426.0;24.4;10;25473.5;-5.2;-16.1;-17.8;25.6;0.10;0.83;8.03;3.27;5.05;0.408;0.367;0.438;1;0.000;1;0.000;0;0.002;0;0.002
8546.270;8545.477;2026-09-01T09:38:57.0Z;3;49.7800906;8.3438611;1.3;25433.6;18.0;10;25481.1;-5.0;-16.3;-18.0;25.6;0.10;5.41;8.03;3.27;5.05;0.407;0.367;0.438;1;0.000;1;0.000;0;0.002;0;0.002
8548.270;8547.476;2026-09-01T09:38:59.0Z;3;49.7800439;8.3437116;1.3;25441.4;25.6;10;25488.8;-5.2;-15.7;-17.7;25.6;0.51;4.04;8.04;3.27;5.06;0.407;0.368;0.439;1;0.000;1;0.000;0;0.002;0;0.002
8550.271;8549.475;2026-09-01T09:39:01.0Z;3;49.7799578;8.3435378;1.3;25448.1;29.2;10;25495.6;-5.2;-16.1;-17.7;25.5;0.10;0.91;8.03;3.27;5.05;0.407;0.367;0.438;1;0.000;1;0.000;0;0.002;0;0.002
8552.271;8551.475;2026-09-01T09:39:03.0Z;3;49.7798902;8.3433832;1.3;25456.2;20.4;10;25503.7;-5.0;-16.5;-18.0;25.5;0.10;0.95;8.02;3.27;5.05;0.407;0.368;0.438;1;0.000;1;0.000;0;0.002;0;0.002
8554.271;8553.474;2026-09-01T09:39:05.0Z;3;49.7798653;8.3432530;1.3;25464.4;17.4;10;25511.9;-5.2;-16.5;-18.1;25.4;1.87;7.40;8.04;3.27;5.06;0.408;0.368;0.439;1;0.000;1;0.000;0;0.002;0;0.002
8556.271;8555.472;2026-09-01T09:39:07.0Z;3;49.7798700;8.3431034;1.3;25472.1;20.8;10;25519.6;-5.2;-15.6;-17.5;25.4;2.25;4.04;8.04;3.27;5.05;0.409;0.368;0.439;1;0.000;1;0.000;0;0.002;0;0.002
8558.271;8557.472;2026-09-01T09:39:09.0Z;3;49.7798919;8.3429611;1.3;25479.5;17.0;10;25527.0;-5.2;-15.6;-17.5;25.4;0.10;1.05;8.03;3.27;5.05;0.407;0.367;0.438;1;0.000;1;0.000;0;0.002;0;0.002
8560.271;8559.472;2026-09-01T09:39:11.0Z;3;49.7798881;8.3428541;1.3;25488.2;13.2;10;25535.7;-5.3;-15.7;-17.6;25.2;0.10;0.85;8.04;3.27;5.06;0.407;0.368;0.440;1;0.000;1;0.000;0;0.002;0;0.002
8562.271;8561.472;2026-09-01T09:39:13.0Z;3;49.7798324;8.3427378;1.3;25495.8;24.3;10;25543.3;-5.2;-16.0;-17.7;25.4;0.10;0.93;8.04;3.27;5.06;0.407;0.368;0.439;1;0.000;1;0.000;0;0.002;0;0.002
8564.271;8563.471;2026-09-01T09:39:15.0Z;3;49.7797488;8.3425834;1.3;25504.2;25.6;10;25551.7;-5.0;-16.2;-18.0;25.4;0.10;7.34;8.01;3.27;5.05;0.406;0.368;0.439;1;0.000;1;0.000;0;0.002;0;0.002
8566.271;8565.470;2026-09-01T09:39:17.0Z;3;49.7797015;8.3424560;1.3;25513.7;13.7;10;25561.2;-5.0;-15.3;-17.5;25.6;3.99;5.72;8.03;3.27;5.06;0.409;0.368;0.439;1;0.000;1;0.000;0;0.002;0;0.002
8568.271;8567.470;2026-09-01T09:39:19.0Z;3;49.7797162;8.3423689;1.3;25520.9;13.1;10;25568.4;-4.9;-15.1;-17.0;25.3;1.07;4.04;8.04;3.27;5.05;0.406;0.368;0.440;1;0.000;1;0.000;0;0.002;0;0.002
8570.271;8569.469;2026-09-01T09:39:21.0Z;3;49.7797377;8.3422630;1.3;25529.5;16.6;10;25577.0;-5.2;-15.3;-17.1;25.3;0.10;0.99;8.04;3.27;5.06;0.408;0.368;0.440;1;0.000;1;0.000;0;0.002;0;0.002
8572.271;8571.468;2026-09-01T09:39:23.0Z;3;49.7797093;8.3421369;1.3;25537.7;17.9;10;25585.2;-5.2;-15.6;-17.3;25.3;0.10;0.81;8.04;3.27;5.06;0.407;0.368;0.440;1;0.000;1;0.000;0;0.002;0;0.002
8574.271;8573.468;2026-09-01T09:39:25.0Z;3;49.7796443;8.3420562;1.3;25544.5;15.4;10;25592.0;-5.0;-15.7;-17.4;25.2;0.10;0.98;8.03;3.27;5.05;0.407;0.367;0.440;1;0.000;1;0.000;0;0.002;0;0.002
8576.271;8575.467;2026-09-01T09:39:27.0Z;3;49.7796029;8.3419884;1.3;25552.6;11.8;10;25600.1;-5.0;-15.8;-17.5;25.1;0.10;1.03;8.02;3.27;5.05;0.408;0.368;0.440;1;0.000;1;0.000;0;0.002;0;0.002
8578.271;8577.467;2026-09-01T09:39:29.0Z;3;49.7796049;8.3418791;1.3;25560.8;15.6;10;25608.3;-5.2;-15.3;-17.4;25.3;0.10;7.40;8.03;3.27;5.06;0.409;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8580.271;8579.466;2026-09-01T09:39:31.0Z;3;49.7796394;8.3417767;1.3;25568.4;13.5;10;25615.9;-5.0;-14.7;-16.7;25.3;0.12;5.72;8.03;3.27;5.05;0.406;0.368;0.440;1;0.000;1;0.000;0;0.002;0;0.002
8582.272;8581.466;2026-09-01T09:39:33.0Z;3;49.7796627;8.3417113;1.3;25576.9;8.2;10;25624.4;-4.9;-15.0;-16.7;25.0;0.10;0.92;8.03;3.27;5.05;0.409;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8584.272;8583.466;2026-09-01T09:39:35.0Z;3;49.7796440;8.3416381;1.3;25585.2;12.8;10;25632.7;-5.0;-15.3;-16.9;25.1;0.10;0.87;8.02;3.27;5.05;0.407;0.367;0.440;1;0.000;1;0.000;0;0.002;0;0.002
8586.272;8585.466;2026-09-01T09:39:37.0Z;3;49.7795847;8.3415596;1.3;25592.1;16.6;10;25639.6;-4.9;-15.6;-17.1;25.1;0.10;0.94;8.02;3.27;5.05;0.408;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8588.272;8587.466;2026-09-01T09:39:39.0Z;3;49.7795363;8.3415031;1.3;25600.5;8.0;10;25648.0;-5.2;-15.7;-17.2;24.9;0.10;1.04;8.03;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8590.272;8589.466;2026-09-01T09:39:41.0Z;3;49.7795398;8.3414505;1.3;25609.3;9.4;10;25656.8;-5.2;-15.7;-17.3;24.9;0.10;1.03;8.03;3.27;5.05;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8592.272;8591.466;2026-09-01T09:39:43.0Z;3;49.7795784;8.3413813;1.3;25617.0;12.2;9;25664.5;-5.2;-16.1;-17.4;24.9;0.10;0.96;8.03;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8594.272;8593.465;2026-09-01T09:39:45.0Z;3;49.7796050;8.3413132;1.3;25625.6;6.4;10;25673.1;-5.0;-16.3;-17.7;25.0;0.10;0.93;8.03;3.27;5.05;0.406;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8596.272;8595.463;2026-09-01T09:39:47.0Z;3;49.7795812;8.3412729;1.3;25633.7;10.4;10;25681.2;-5.2;-16.1;-17.8;24.7;1.94;5.72;8.04;3.27;5.06;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8598.272;8597.462;2026-09-01T09:39:49.0Z;3;49.7795170;8.3412465;6.3;25641.1;14.7;5;25688.6;-5.2;-16.0;-17.6;24.8;0.10;1.01;8.02;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8600.272;8599.461;2026-09-01T09:39:51.0Z;3;49.7794633;8.3412307;1.3;25650.4;6.3;10;25697.9;-4.9;-16.2;-17.7;24.8;0.10;1.03;8.01;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8602.272;8601.460;2026-09-01T09:39:53.0Z;3;49.7794737;8.3411948;1.3;25658.2;7.9;10;25705.7;-5.0;-16.3;-17.8;24.6;0.10;0.99;8.02;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8604.272;8603.459;2026-09-01T09:39:55.0Z;3;49.7795179;8.3411475;1.3;25665.8;11.0;10;25713.2;-5.2;-16.7;-18.0;24.6;0.10;0.90;8.00;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8606.272;8605.459;2026-09-01T09:39:57.0Z;3;49.7795356;8.3410949;1.3;25674.7;6.2;10;25722.1;-4.9;-17.1;-18.1;24.6;0.10;0.89;8.03;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8608.272;8607.459;2026-09-01T09:39:59.0Z;3;49.7795056;8.3410571;1.3;25683.0;10.5;10;25730.5;-5.2;-17.2;-18.2;24.7;0.10;7.19;8.03;3.27;5.05;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8610.272;8609.458;2026-09-01T09:40:01.0Z;3;49.7794494;8.3410227;1.3;25690.6;13.0;10;25738.1;-5.2;-16.5;-18.0;24.6;0.10;1.01;8.03;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8612.272;8611.458;2026-09-01T09:40:03.0Z;3;49.7794151;8.3409589;1.3;25699.3;10.3;10;25746.8;-5.0;-17.0;-18.2;24.6;0.10;1.06;8.03;3.27;5.06;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8614.272;8613.458;2026-09-01T09:40:05.999Z;3;49.7794316;8.3408745;1.3;25706.9;13.7;10;25754.4;-5.2;-17.0;-18.3;24.5;0.10;1.03;8.01;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8616.272;8615.457;2026-09-01T09:40:07.0Z;3;49.7794876;8.3407900;1.3;25714.7;14.9;10;25762.2;-5.2;-17.3;-18.5;24.4;0.10;0.88;8.02;3.26;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8618.272;8617.456;2026-09-01T09:40:09.0Z;3;49.7795160;8.3406932;1.3;25723.1;14.1;10;25770.6;-5.0;-17.6;-18.6;24.6;0.10;0.88;8.02;3.27;5.05;0.408;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8620.272;8619.456;2026-09-01T09:40:11.0Z;3;49.7794930;8.3405696;1.3;25730.6;18.5;10;25778.1;-5.0;-17.3;-18.7;24.6;0.10;5.72;8.03;3.27;5.05;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8622.272;8621.454;2026-09-01T09:40:13.0Z;3;49.7794602;8.3404422;1.3;25738.1;16.0;10;25785.6;-5.2;-16.3;-18.0;24.7;0.70;7.40;8.03;3.27;5.06;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8624.272;8623.453;2026-09-01T09:40:15.0Z;3;49.7794659;8.3403209;1.3;25746.0;16.9;10;25793.5;-5.0;-15.6;-17.3;24.6;1.21;7.40;8.01;3.27;5.05;0.406;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8626.272;8625.453;2026-09-01T09:40:17.0Z;3;49.7795119;8.3401791;1.3;25752.9;22.8;10;25800.4;-5.0;-15.0;-16.8;24.7;1.26;7.40;8.02;3.27;5.06;0.409;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8628.272;8627.451;2026-09-01T09:40:19.0Z;3;49.7795776;8.3400314;1.3;25759.4;22.2;10;25806.9;-5.0;-14.6;-16.5;24.3;1.98;4.04;8.03;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8630.272;8629.450;2026-09-01T09:40:21.0Z;3;49.7796278;8.3399143;1.3;25768.0;16.1;10;25815.5;-5.2;-14.7;-16.6;24.6;0.10;1.03;8.02;3.27;5.06;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8632.272;8631.450;2026-09-01T09:40:23.0Z;3;49.7796548;8.3397898;1.3;25776.5;18.4;10;25824.0;-5.0;-15.1;-16.8;24.4;0.10;0.88;8.02;3.27;5.06;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8634.272;8633.450;2026-09-01T09:40:25.0Z;3;49.7796458;8.3396212;1.3;25783.7;24.7;10;25831.2;-5.0;-15.2;-17.0;24.4;0.10;0.88;8.03;3.27;5.05;0.406;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8636.272;8635.449;2026-09-01T09:40:27.0Z;3;49.7796136;8.3394382;1.3;25791.3;23.0;10;25838.7;-4.9;-15.1;-17.1;24.5;0.33;7.40;8.04;3.27;5.06;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8638.272;8637.449;2026-09-01T09:40:29.0Z;3;49.7796116;8.3392734;1.3;25799.8;20.4;10;25847.3;-5.0;-14.5;-16.4;24.5;1.83;4.04;8.01;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8640.273;8639.447;2026-09-01T09:40:31.0Z;3;49.7796514;8.3391251;1.3;25807.2;21.3;10;25854.7;-5.0;-14.5;-16.2;24.5;0.10;2.35;8.03;3.27;5.05;0.406;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8642.272;8641.445;2026-09-01T09:40:33.0Z;3;49.7797124;8.3389997;1.3;25813.9;19.6;10;25861.4;-5.0;-14.6;-16.3;24.2;0.10;0.91;8.02;3.27;5.05;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8644.272;8643.445;2026-09-01T09:40:35.0Z;3;49.7797521;8.3388460;1.3;25822.4;23.5;10;25869.9;-5.0;-14.7;-16.5;24.3;0.10;0.90;8.03;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8646.273;8645.444;2026-09-01T09:40:37.0Z;3;49.7797608;8.3386350;1.3;25830.5;30.5;10;25878.0;-5.0;-15.0;-16.6;24.0;0.10;0.86;8.02;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8648.273;8647.443;2026-09-01T09:40:39.0Z;3;49.7797438;8.3383984;1.3;25838.4;30.0;10;25885.9;-5.2;-15.0;-16.7;24.1;0.10;0.88;8.01;3.27;5.05;0.408;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8650.273;8649.443;2026-09-01T09:40:41.0Z;3;49.7797395;8.3381962;1.3;25847.1;23.9;10;25894.6;-5.2;-15.2;-17.0;24.1;0.10;0.87;8.02;3.27;5.06;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8652.273;8651.442;2026-09-01T09:40:43.0Z;3;49.7797843;8.3380115;1.3;25855.0;26.9;10;25902.5;-5.2;-15.2;-17.0;24.2;0.82;4.04;8.02;3.27;5.06;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8654.273;8653.441;2026-09-01T09:40:45.0Z;3;49.7798601;8.3378367;1.3;25862.5;26.4;10;25910.0;-5.0;-14.8;-16.8;24.1;0.10;4.04;8.02;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8656.273;8655.441;2026-09-01T09:40:47.0Z;3;49.7799070;8.3376739;1.3;25871.1;21.3;10;25918.6;-5.0;-15.0;-16.7;24.1;0.10;1.11;8.02;3.27;5.05;0.406;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8658.273;8657.441;2026-09-01T09:40:49.0Z;3;49.7799108;8.3374995;1.3;25879.4;24.5;10;25926.9;-5.0;-15.0;-16.8;23.9;0.10;0.89;8.03;3.27;5.05;0.409;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8660.273;8659.440;2026-09-01T09:40:51.0Z;3;49.7798875;8.3373025;1.3;25886.9;26.2;10;25934.4;-5.2;-15.1;-16.9;23.8;0.10;0.89;8.03;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8662.273;8661.439;2026-09-01T09:40:53.0Z;3;49.7798815;8.3371235;1.3;25896.1;21.2;10;25943.6;-4.8;-15.3;-17.1;23.8;0.10;0.92;8.02;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8664.273;8663.439;2026-09-01T09:40:55.0Z;3;49.7799235;8.3369777;1.3;25904.1;22.1;10;25951.6;-4.9;-15.5;-17.1;23.8;0.10;0.94;8.03;3.27;5.05;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8666.273;8665.438;2026-09-01T09:40:57.0Z;3;49.7800014;8.3368468;1.3;25911.5;22.4;10;25959.0;-5.2;-15.7;-17.3;23.7;0.10;0.85;8.02;3.27;5.05;0.406;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8668.274;8667.435;2026-09-01T09:40:59.0Z;3;49.7800409;8.3367166;1.3;25920.1;17.4;10;25967.6;-4.9;-15.8;-17.4;23.7;0.10;5.72;8.02;3.27;5.06;0.409;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8670.273;8669.434;2026-09-01T09:41:01.0Z;3;49.7800361;8.3365828;1.3;25927.7;18.6;10;25975.1;-5.0;-15.2;-16.9;23.8;0.11;2.35;8.01;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8672.273;8671.433;2026-09-01T09:41:03.0Z;3;49.7800166;8.3364314;1.3;25933.9;20.8;10;25981.3;-4.9;-15.6;-17.0;23.8;0.10;0.85;8.01;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8674.273;8673.432;2026-09-01T09:41:05.0Z;3;49.7800196;8.3362839;1.3;25942.6;18.4;10;25990.1;-4.9;-15.7;-17.2;23.7;0.10;0.90;8.02;3.27;5.06;0.409;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8676.273;8675.431;2026-09-01T09:41:07.0Z;3;49.7800474;8.3361658;1.3;25951.4;15.2;10;25998.9;-5.0;-15.7;-17.3;23.8;0.10;1.02;8.01;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8678.274;8677.430;2026-09-01T09:41:09.0Z;3;49.7801036;8.3360806;1.3;25959.5;16.2;10;26007.0;-5.0;-15.8;-17.4;23.6;0.10;5.72;8.01;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8680.274;8679.427;2026-09-01T09:41:11.0Z;3;49.7801535;8.3359954;1.3;25968.4;13.4;10;26015.9;-5.0;-15.1;-17.0;23.5;1.84;4.04;8.01;3.27;5.05;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8682.274;8681.425;2026-09-01T09:41:13.0Z;3;49.7801560;8.3359070;1.3;25976.1;12.1;10;26023.6;-5.0;-14.8;-16.8;23.7;1.52;4.04;8.02;3.27;5.06;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8684.274;8683.424;2026-09-01T09:41:15.0Z;3;49.7801228;8.3358231;1.3;25983.7;12.4;10;26031.2;-4.9;-14.8;-16.6;23.8;0.10;2.35;8.01;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8686.274;8685.424;2026-09-01T09:41:17.0Z;3;49.7801171;8.3357367;1.3;25992.5;11.9;10;26040.0;-5.2;-15.3;-16.7;23.5;0.10;0.86;8.02;3.27;5.06;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8688.274;8687.423;2026-09-01T09:41:19.0Z;3;49.7801606;8.3356399;1.3;26000.9;18.0;10;26048.4;-5.0;-15.2;-16.8;23.5;0.10;0.92;8.04;3.27;5.05;0.406;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8690.274;8689.422;2026-09-01T09:41:21.0Z;3;49.7802308;8.3355388;1.3;26008.8;18.6;10;26056.2;-5.0;-15.5;-17.0;23.5;0.10;0.87;8.01;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8692.274;8691.421;2026-09-01T09:41:23.0Z;3;49.7802764;8.3354570;1.3;26018.2;11.1;10;26065.7;-5.0;-15.8;-17.2;23.4;1.28;5.72;8.01;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8694.274;8693.420;2026-09-01T09:41:25.0Z;3;49.7802831;8.3354031;1.3;26026.5;6.1;10;26074.0;-5.2;-15.0;-16.7;23.5;1.12;4.04;8.02;3.27;5.06;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8696.274;8695.418;2026-09-01T09:41:27.0Z;3;49.7802560;8.3353680;1.3;26035.2;7.0;10;26082.7;-5.0;-15.2;-16.6;23.4;0.10;1.11;8.02;3.27;5.06;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8698.274;8697.417;2026-09-01T09:41:29.0Z;3;49.7802506;8.3353243;1.3;26044.6;7.3;10;26092.0;-5.0;-15.6;-17.0;23.5;0.10;0.87;8.01;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8700.274;8699.416;2026-09-01T09:41:31.0Z;3;49.7802981;8.3352541;1.3;26052.1;17.7;10;26099.6;-4.9;-15.5;-17.1;23.5;0.10;0.88;8.02;3.27;5.05;0.408;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8702.274;8701.415;2026-09-01T09:41:33.0Z;3;49.7803759;8.3351571;1.3;26059.2;19.8;10;26106.7;-5.0;-15.8;-17.1;23.2;0.10;0.93;8.01;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8704.274;8703.415;2026-09-01T09:41:35.0Z;3;49.7804196;8.3350679;1.3;26067.7;11.5;10;26115.1;-5.0;-15.6;-17.1;23.4;0.12;4.04;8.01;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8706.275;8705.414;2026-09-01T09:41:37.0Z;3;49.7804371;8.3349948;1.3;26076.7;10.0;10;26124.2;-4.9;-15.0;-16.7;23.5;0.10;7.40;8.02;3.27;5.05;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8708.274;8707.413;2026-09-01T09:41:39.0Z;3;49.7804417;8.3349113;1.3;26085.2;11.6;10;26132.7;-4.9;-15.0;-16.5;23.3;0.10;0.95;8.02;3.27;5.05;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8710.275;8709.411;2026-09-01T09:41:41.0Z;3;49.7804400;8.3348142;1.3;26094.9;13.5;10;26142.4;-5.2;-15.2;-16.8;23.1;0.10;0.91;8.02;3.27;5.06;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8712.275;8711.407;2026-09-01T09:41:43.0Z;3;49.7804713;8.3347049;1.3;26104.3;19.6;10;26151.8;-5.0;-15.2;-16.9;23.2;0.10;0.97;8.02;3.27;5.06;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8714.275;8713.406;2026-09-01T09:41:45.0Z;3;49.7805680;8.3345763;1.3;26112.8;28.6;10;26160.3;-5.2;-15.6;-17.0;23.1;0.10;0.89;8.02;3.27;5.06;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8716.275;8715.405;2026-09-01T09:41:47.0Z;3;49.7806628;8.3344538;1.3;26122.4;20.0;10;26169.9;-4.9;-15.8;-17.2;23.1;0.10;5.42;8.02;3.27;5.06;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8718.275;8717.403;2026-09-01T09:41:49.0Z;3;49.7807031;8.3343553;1.3;26131.3;11.8;10;26178.8;-4.8;-15.2;-16.9;22.9;1.82;4.04;8.01;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8720.275;8719.402;2026-09-01T09:41:51.0Z;3;49.7807263;8.3342913;1.3;26138.4;9.1;10;26185.9;-4.9;-15.3;-16.8;23.1;0.10;1.11;8.01;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8722.275;8721.399;2026-09-01T09:41:53.0Z;3;49.7807792;8.3342261;1.3;26146.8;17.5;10;26194.3;-5.0;-15.6;-17.0;23.0;0.10;0.90;8.02;3.27;5.05;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8724.275;8723.398;2026-09-01T09:41:55.0Z;3;49.7808544;8.3341177;1.3;26155.8;23.1;10;26203.3;-4.9;-15.7;-17.1;23.0;0.10;0.92;8.02;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8726.275;8725.397;2026-09-01T09:41:57.0Z;3;49.7809537;8.3339760;1.3;26164.1;29.9;10;26211.6;-5.0;-15.7;-17.2;23.0;0.10;0.99;8.01;3.27;5.05;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8728.275;8727.396;2026-09-01T09:41:59.0Z;3;49.7810618;8.3338259;1.3;26173.6;28.4;10;26221.1;-4.8;-16.1;-17.4;22.8;0.10;0.95;8.02;3.27;5.06;0.407;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8730.275;8729.394;2026-09-01T09:42:01.0Z;3;49.7811427;8.3336839;1.3;26183.0;20.5;10;26230.5;-4.9;-16.2;-17.6;22.7;0.10;0.87;8.03;3.27;5.05;0.408;0.368;0.441;1;0.000;1;0.000;0;0.002;0;0.002
8732.275;8731.393;2026-09-01T09:42:03.0Z;3;49.7811684;8.3335784;1.3;26190.5;10.6;10;26238.0;-4.9;-16.2;-17.6;22.8;0.10;0.92;8.02;3.27;5.05;0.407;0.367;0.441;1;0.000;1;0.000;0;0.002;0;0.002
